dup,data,Market,Station,Date,Time,Search Phrase,Closed Captions,Hits,Demographic,Minute Ratings,Quarter Hour Ratings,Minute Gains,Minute Losses
,,Tampa-St. Pete (Sarasota),WFTS,30-Dec-21,06:14 PM,fire," ACTUALLY PUT OUT THE FIRE APARTMENTS. THE FIRE FIRE, HOW MANY OF THE INJURED HOSPITAL AFTER A FIRE AT AN",4,Persons 35-54,0.502,0.328,0,0
,,Tampa-St. Pete (Sarasota),WFTS,30-Dec-21,06:14 PM,fire," ACTUALLY PUT OUT THE FIRE APARTMENTS. THE FIRE FIRE, HOW MANY OF THE INJURED HOSPITAL AFTER A FIRE AT AN",4,Persons 35-64,1.029,0.89,0,0
,,Tampa-St. Pete (Sarasota),WFTS,30-Dec-21,06:14 PM,fire," ACTUALLY PUT OUT THE FIRE APARTMENTS. THE FIRE FIRE, HOW MANY OF THE INJURED HOSPITAL AFTER A FIRE AT AN",4,Persons 50+,1.756,1.744,0,0.059
,,Tampa-St. Pete (Sarasota),WFTS,30-Dec-21,06:14 PM,fire," ACTUALLY PUT OUT THE FIRE APARTMENTS. THE FIRE FIRE, HOW MANY OF THE INJURED HOSPITAL AFTER A FIRE AT AN",4,Persons 55+,1.834,1.913,0,0.068
,,Tampa-St. Pete (Sarasota),WFTS,30-Dec-21,06:14 PM,fire," ACTUALLY PUT OUT THE FIRE APARTMENTS. THE FIRE FIRE, HOW MANY OF THE INJURED HOSPITAL AFTER A FIRE AT AN",4,Persons 6-11,0,0,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Females 12-24,0.666,1.011,0.187,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Females 18-34,0.311,0.441,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Females 18-49,0.797,0.881,0,0
,no,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Females 25-49,0.896,0.922,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Females 25-54,1.015,1.031,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Females 35-54,1.334,1.356,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Females 50+,2.914,3.788,0.458,0.087
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Females 55+,3.202,4.263,0.553,0.105
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Households,2.581,3.166,0.348,0.058
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Males 12-24,0.292,0.292,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Males 18-34,0.244,0.606,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Males 18-49,0.554,0.736,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Males 25-49,0.551,0.784,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Males 25-54,0.513,0.703,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Males 35-54,0.731,0.731,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Males 50+,1.828,2.274,0.128,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Males 55+,2.166,2.714,0.157,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Persons 12-17,0.452,0.642,0.19,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Persons 12-24,0.475,0.643,0.091,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Persons 18-34,0.277,0.525,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Persons 18-49,0.675,0.809,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Persons 2+,1.295,1.641,0.14,0.019
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Persons 2-11,0,0,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Persons 25-34,0.112,0.434,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Persons 25-49,0.724,0.854,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Persons 25-54,0.766,0.869,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Persons 35+,1.968,2.428,0.204,0.031
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Persons 35-54,1.037,1.048,0,0
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Persons 35-64,1.27,1.55,0.069,0.045
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Persons 50+,2.406,3.08,0.304,0.046
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Persons 55+,2.723,3.546,0.37,0.056
,,Los Angeles,KABC,30-Dec-21,06:13 PM,fire, THE OFFICER OPENING FIRE ON AN,1,Persons 6-11,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Females 12-24,0,0.456,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Females 18-34,0.807,1.203,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Females 18-49,0.403,0.797,0,0
no,yes,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Females 25-49,0.519,0.771,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Females 25-54,0.422,0.626,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Females 35-54,0,0.287,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Females 50+,3.369,4.51,0,0.475
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Females 55+,3.952,5.29,0,0.557
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Households,2.512,3.094,0,0.403
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Males 12-24,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Males 18-34,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Males 18-49,0,0.299,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Males 25-49,0,0.388,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Males 25-54,0,0.317,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Males 35-54,0,0.451,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Males 50+,2.225,2.679,0,0.349
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Males 55+,2.645,3.184,0,0.414
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Persons 12-17,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Persons 12-24,0,0.223,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Persons 18-34,0.399,0.594,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Persons 18-49,0.201,0.547,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Persons 2+,1.299,1.782,0,0.18
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Persons 2-11,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Persons 25-34,0.725,0.725,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Persons 25-49,0.26,0.58,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Persons 25-54,0.212,0.472,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Persons 35+,1.978,2.7,0,0.29
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Persons 35-54,0,0.368,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Persons 35-64,1.157,1.96,0,0.078
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Persons 50+,2.83,3.646,0,0.415
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Persons 55+,3.34,4.304,0,0.49
,,Phoenix (Prescott),KNXV,30-Dec-21,06:12 PM,fire, NORTH OF DENVER. THE FIRE,1,Persons 6-11,0,0,0,0
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Females 12-24,0.701,2.627,0,0
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Females 18-34,0.611,0.611,0,0
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Females 18-49,1.27,1.529,0,0
no,yes,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Females 25-49,1.246,1.575,0,0
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Females 25-54,2.378,3.314,0,0.192
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Females 35-54,3.23,4.5,0,0.26
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Females 50+,6.896,8.028,0.512,0.851
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Females 55+,6.942,7.643,0.618,0.837
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Households,5.68,6.089,0.37,0.453
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Males 12-24,2.084,2.731,0,0
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Males 18-34,0,0,0,0
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Males 18-49,0.541,0.927,0,0
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Males 25-49,0.703,1.205,0,0
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Males 25-54,0.556,0.952,0,0
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Males 35-54,0.76,1.303,0,0
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Males 50+,5.966,6.266,0.237,0.665
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Males 55+,7.31,7.678,0.291,0.815
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Persons 12-17,2.177,4.791,0,0
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Persons 12-24,1.405,2.68,0,0
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Persons 18-34,0.308,0.308,0,0
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Persons 18-49,0.914,1.235,0,0
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Persons 2+,3.411,4.065,0.168,0.335
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Persons 2-11,0.607,0.607,0,0
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Persons 25-34,0,0,0,0
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Persons 25-49,0.984,1.396,0,0
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Persons 25-54,1.498,2.173,0,0.099
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Persons 35+,4.936,5.643,0.267,0.53
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Persons 35-54,2.042,2.962,0,0.135
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Persons 35-64,2.665,3.605,0.237,0.086
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Persons 50+,6.463,7.209,0.385,0.765
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Persons 55+,7.111,7.659,0.467,0.827
,,Charlotte,WSOC,30-Dec-21,06:11 PM,fire, >> VEHICLES CATCHING FIRE,1,Persons 6-11,0.973,0.973,0,0
,,Nashville,WKRN,30-Dec-21,06:11 PM,fire, FIRE DEATHS INVOLVE SOME SORT FIRE RESCUE WANTS TO REMIND,2,Households,2.972,3.712,0.146,0.123
,,Hartford & New Haven,WTNH,30-Dec-21,06:11 PM,fire, THE NEW HAVEN FIRE DEPARTMENT IS,1,Households,4.423,4.566,0.395,0.164
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Females 12-24,0,0.456,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Females 18-34,0.807,1.203,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Females 18-49,0.403,0.797,0,0
,no,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Females 25-49,0.519,0.771,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Females 25-54,0.422,0.626,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Females 35-54,0,0.287,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Females 50+,3.205,4.51,0.164,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Females 55+,3.76,5.29,0.192,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Households,2.512,3.094,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Males 12-24,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Males 18-34,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Males 18-49,0,0.299,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Males 25-49,0,0.388,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Males 25-54,0,0.317,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Males 35-54,0,0.451,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Males 50+,2.225,2.679,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Males 55+,2.645,3.184,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Persons 12-17,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Persons 12-24,0,0.223,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Persons 18-34,0.399,0.594,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Persons 18-49,0.201,0.547,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Persons 2+,1.262,1.782,0.037,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Persons 2-11,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Persons 25-34,0.725,0.725,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Persons 25-49,0.26,0.58,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Persons 25-54,0.212,0.472,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Persons 35+,1.918,2.7,0.061,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Persons 35-54,0,0.368,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Persons 35-64,1.062,1.96,0.095,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Persons 50+,2.743,3.646,0.087,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Persons 55+,3.238,4.304,0.102,0
,,Phoenix (Prescott),KNXV,30-Dec-21,06:10 PM,fire, >> AND THEN OPENING FIRE,1,Persons 6-11,0,0,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Females 12-24,1.421,1.421,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Females 18-34,0,0,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Females 18-49,0.982,1.117,0,0
,no,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Females 25-49,1.227,1.396,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Females 25-54,1.283,1.419,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Females 35-54,1.757,1.943,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Females 50+,3.204,3.741,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Females 55+,3.561,4.213,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Households,2.371,2.823,0.061,0.056
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Males 12-24,0,0,0.231,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Males 18-34,0,0,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Males 18-49,0.442,0.442,0,0.115
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Males 25-49,0.559,0.559,0,0.145
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Males 25-54,0.666,0.666,0,0.117
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Males 35-54,0.915,0.915,0,0.16
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Males 50+,0.921,1.344,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Males 55+,0.878,1.399,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Persons 12-17,1.418,1.417,0.239,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Persons 12-24,0.697,0.697,0.118,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Persons 18-34,0,0,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Persons 18-49,0.715,0.784,0,0.056
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Persons 2+,1.381,1.611,0.018,0.022
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Persons 2-11,0.841,0.841,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Persons 25-34,0,0,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,06:10 PM,fire," A CAR ON FIRE AND TRIED  TO SET A FIRE AT A DIFFERENT GAS MONTGOMERY COUNTY’S FIRE TWO ATMs ON FIRE, TRIED TO SET",4,Persons 25-49,0.9,0.986,0,0.071
