dup,data,Market,Station,Date,Time,Search Phrase,Closed Captions,Hits,Demographic,Minute Ratings,Quarter Hour Ratings,Minute Gains,Minute Losses
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Females 35-54,1.17,1.884,0,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Females 50+,3.31,3.447,0,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Females 55+,3.176,3.333,0,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Households,2.801,3.469,0.292,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Males 12-24,0,0,0,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Males 18-34,0.765,0.765,0,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Males 18-49,1.222,1.435,0,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Males 25-49,1.564,1.836,0,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Males 25-54,1.505,1.996,0.272,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Males 35-54,1.557,2.24,0.379,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Males 50+,2.496,3.219,0.454,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Males 55+,2.696,3.312,0.304,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Persons 12-17,0,0,0,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Persons 12-24,0.221,0.221,0,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Persons 18-34,0.79,0.79,0,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Persons 18-49,0.8,1.167,0,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Persons 2+,1.767,2.097,0.105,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Persons 2-11,0.375,0.375,0,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Persons 25-34,1.075,1.075,0,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Persons 25-49,0.901,1.367,0,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Persons 25-54,1.279,1.785,0.133,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Persons 35+,2.376,2.865,0.156,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Persons 35-54,1.357,2.056,0.183,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Persons 35-64,1.74,2.474,0.202,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Persons 50+,2.931,3.341,0.211,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Persons 55+,2.954,3.324,0.141,0
,,Orlando-Daytona Bch-Melbrn,WFTV,30-Dec-21,05:31 PM,fire, FIRE. IS MOM TOLD US TODAY,1,Persons 6-11,0.6,0.6,0,0
,,West Palm Beach-Ft. Pierce,WPBF,30-Dec-21,05:31 PM,fire, FIRE AND RESCUE TWEETED OUT,1,Households,3.842,4.373,0.25,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 12-24,0.393,0.393,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-34,0.358,0.358,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-49,0.174,0.174,0,0
no,yes,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-49,0,0,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-54,0.782,0.782,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 35-54,1.074,1.074,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 50+,1.885,3.776,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 55+,1.513,3.736,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,1.253,2.012,0,0.058
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 12-24,1.143,1.142,0,0.252
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-34,1.421,1.421,0,0.238
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-49,0.87,0.87,0,0.118
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-49,0.437,0.437,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-54,0.5,0.5,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 35-54,0.441,0.441,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 50+,1.63,1.738,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 55+,1.796,1.926,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-17,0,0,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-24,0.777,0.777,0,0.129
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-34,0.892,0.892,0,0.119
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-49,0.52,0.52,0,0.059
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2+,0.964,1.426,0,0.022
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2-11,0,0,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-34,0.325,0.325,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-49,0.215,0.215,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-54,0.643,0.643,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35+,1.285,2.026,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-54,0.763,0.763,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-64,0.797,1.217,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 50+,1.766,2.824,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 55+,1.644,2.896,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 6-11,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 12-24,0,0.456,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-34,0.192,0.802,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-49,0.993,1.479,0.253,0.276
yes,yes,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-49,1.278,1.65,0.325,0.355
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-54,1.409,1.711,0.264,0.288
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 35-54,1.84,2.107,0.372,0.406
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 50+,4.7,6.741,0.394,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 55+,5.171,7.565,0.462,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,4.046,5.195,0.336,0.131
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 12-24,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-34,0.501,0,0,0.501
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-49,0.923,0.668,0,0.255
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-49,1.199,0.868,0,0.331
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-54,0.98,1.171,0,0.271
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 35-54,1.008,1.664,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 50+,3.865,5.485,0.581,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 55+,4.594,6.043,0.691,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-17,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-24,0,0.223,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-34,0.348,0.397,0,0.253
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-49,0.958,1.073,0.126,0.265
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2+,2.221,3.061,0.256,0.1
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2-11,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-34,0.632,0.365,0,0.46
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-49,1.239,1.26,0.163,0.343
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-54,1.196,1.443,0.133,0.28
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35+,3.485,4.829,0.414,0.084
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-54,1.429,1.888,0.188,0.205
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-64,2.377,3.092,0.349,0.132
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 50+,4.306,6.149,0.482,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 55+,4.901,6.853,0.569,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 6-11,0,0,0,0
,,New Orleans,WGNO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,0.862,1.363,0.264,0.009
,,Austin,KVUE,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,2.997,5.699,0.34,0.217
,,Salt Lake City,KTVX,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,1.014,2.713,0,0
,,Memphis,WATN,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,1.81,2.143,0.487,0
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 12-24,0.449,1.018,0.569,0
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-34,1.427,2.086,0.443,0.636
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-49,1.084,1.525,0.204,0.433
yes,yes,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-49,1.326,1.617,0,0.529
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-54,1.536,2.113,0.18,0.427
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 35-54,1.222,1.882,0.248,0.191
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 50+,4.838,7.036,0.463,0.047
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 55+,5.301,7.578,0.373,0.056
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,3.88,5.551,0.518,0.323
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 12-24,0.237,0.237,0,0
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-34,0,0.849,0,0
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-49,0.115,0.738,0,0
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-49,0.141,0.906,0,0
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-54,0.5,1.275,0.152,0
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 35-54,0.702,1.226,0.213,0
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 50+,3.751,4.876,0.683,0.188
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 55+,4.113,5.305,0.656,0.229
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-17,0.693,0.693,0,0
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-24,0.34,0.618,0.278,0
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-34,0.694,1.451,0.216,0.309
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-49,0.593,1.127,0.101,0.214
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2+,2.218,3.269,0.291,0.134
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2-11,0.222,1.179,0,0
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-34,1.147,2.042,0,0.511
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-49,0.727,1.258,0,0.262
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-54,1.015,1.691,0.166,0.212
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35+,3.103,4.362,0.386,0.119
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-54,0.963,1.555,0.23,0.096
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-64,1.517,2.415,0.171,0.106
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 50+,4.325,6.017,0.567,0.114
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 55+,4.746,6.516,0.505,0.137
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 6-11,0.358,1.897,0,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 12-24,0.551,0.551,0,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-34,0.683,1.183,0,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-49,0.316,2.043,0,0
yes,yes,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-49,0.392,2.538,0,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-54,1.19,3.227,0,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 35-54,1.194,3.662,0,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 50+,4.924,8.767,0.443,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 55+,4.978,9.225,0.521,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,3.837,7.356,0.439,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 12-24,0,0,0,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-34,0,0.23,0.23,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-49,0.205,0.57,0.108,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-49,0.258,0.716,0.136,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-54,0.85,1.374,0.11,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 35-54,1.17,1.737,0,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 50+,5.219,7.928,0.115,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 55+,5.58,8.666,0.137,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-17,0.54,0.54,0,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-24,0.268,0.268,0,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-34,0.338,0.701,0.116,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-49,0.26,1.306,0.054,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2+,2.4,4.27,0.149,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2-11,0,0,0,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-34,0.59,1.224,0.202,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-49,0.325,1.632,0.068,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-54,1.021,2.305,0.055,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35+,3.551,6.341,0.198,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-54,1.182,2.707,0,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-64,2.244,3.865,0,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 50+,5.064,8.369,0.287,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 55+,5.261,8.962,0.341,0
,,"Portland, OR",KATU,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 6-11,0,0,0,0
,,San Antonio,KSAT,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,5.386,8.565,0.976,0.365
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 12-24,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-34,0.453,0.452,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-49,0.225,0.225,0,0
yes,yes,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-49,0.287,0.287,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-54,0.506,0.506,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 35-54,0.386,0.386,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 50+,0.925,1.506,0.09,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 55+,0.835,1.517,0.105,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,0.791,1.524,0.061,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 12-24,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-34,0,0,0,0
